Evaporation,Sunshine,WindGustSpeed,Humidity3pm,Pressure,Cloud3pm,Temp3pm,RainToday,RainTomorrow
,,44.0,72.0,1011.35,,23.6,Yes,Yes
8.8,,24.0,66.0,1004.8499999999999,,26.5,Yes,Yes
6.0,,57.0,91.0,1018.9,,18.6,No,Yes
3.4,,26.0,71.0,1023.25,,19.9,Yes,Yes
,,20.0,53.0,1018.35,,21.0,No,Yes
3.8,,31.0,47.0,1005.2,,17.9,No,Yes
,,19.0,70.0,1024.3,,16.0,No,Yes
3.4,,39.0,99.0,1020.45,,13.3,Yes,Yes
2.2,,43.0,92.0,1019.7,,16.8,Yes,Yes
1.6,,37.0,75.0,1025.35,,17.7,Yes,Yes
,,43.0,89.0,1025.2,,12.9,No,Yes
,,48.0,69.0,1024.85,,15.1,Yes,Yes
,,33.0,90.0,1023.0999999999999,,13.9,Yes,Yes
,,44.0,96.0,1021.0,,13.3,Yes,Yes
9.1,,39.0,81.0,1022.8499999999999,,15.3,Yes,Yes
1.2,,35.0,94.0,1037.1,,13.4,No,Yes
2.6,,43.0,77.0,1013.8,,10.2,No,Yes
1.8,,37.0,83.0,1016.45,,12.5,No,Yes
1.8,,41.0,85.0,1019.1500000000001,,11.7,Yes,Yes
1.8,,15.0,99.0,1016.3,,12.5,No,Yes
,,52.0,88.0,1015.9000000000001,,14.3,No,Yes
3.3,,26.0,66.0,1019.4000000000001,,17.4,No,Yes
1.6,,28.0,67.0,1008.2,,13.9,Yes,Yes
,,26.0,70.0,1019.75,,17.6,No,Yes
,,39.0,99.0,1020.2,,11.3,Yes,Yes
3.0,,24.0,92.0,1013.45,,15.0,No,Yes
,,56.0,85.0,1015.55,,14.7,No,Yes
3.0,,19.0,76.0,1015.45,,15.5,No,Yes
0.4,,22.0,68.0,1012.1,,20.5,Yes,Yes
,,35.0,76.0,1010.25,,19.1,Yes,Yes
7.6,,43.0,95.0,1012.45,,16.0,No,Yes
1.6,,33.0,85.0,1022.9000000000001,,14.8,Yes,Yes
5.6,,31.0,77.0,1013.5999999999999,,16.1,No,Yes
4.4,,46.0,29.0,1011.3,,34.7,No,Yes
6.8,,33.0,79.0,1018.0,,19.8,No,Yes
0.8,,17.0,99.0,1019.6,,17.3,Yes,Yes
17.2,,26.0,66.0,1016.65,,21.5,No,Yes
2.7,,41.0,80.0,1010.25,,20.3,Yes,Yes
2.4,,30.0,99.0,1018.0,,16.5,Yes,Yes
1.0,,28.0,82.0,1026.4499999999998,,16.9,Yes,Yes
0.0,,20.0,99.0,1021.2,,18.4,Yes,Yes
,,43.0,39.0,1005.7,,29.3,Yes,Yes
,,48.0,83.0,1015.05,,15.8,No,Yes
1.6,,30.0,54.0,1015.2,,19.8,No,Yes
2.0,,22.0,86.0,1013.9000000000001,,18.2,Yes,Yes
,,33.0,94.0,1003.8,,19.2,No,Yes
13.1,,33.0,83.0,1007.05,,18.6,Yes,Yes
1.0,,35.0,50.0,1008.25,,22.6,Yes,Yes
,,28.0,48.0,1018.0,,23.6,No,Yes
10.6,,30.0,83.0,1009.45,,22.7,Yes,Yes
2.0,,20.0,82.0,1017.95,,20.2,No,Yes
,,33.0,55.0,1005.5,,27.5,No,Yes
6.2,,31.0,55.0,1015.95,,26.5,No,Yes
,,43.0,56.0,1005.95,,30.3,No,Yes
,,28.0,64.0,1016.7,,22.4,No,Yes
,,37.0,70.0,1019.2,,22.0,Yes,Yes
13.2,,35.0,69.0,1022.3499999999999,,23.5,Yes,Yes
3.2,,44.0,72.0,1017.65,,22.7,No,Yes
1.9,,31.0,98.0,1013.9000000000001,,20.8,Yes,Yes
,,28.0,73.0,1013.65,,25.0,Yes,Yes
5.2,,41.0,86.0,1017.25,,22.5,Yes,Yes
,,30.0,60.0,1009.8,,26.8,No,Yes
5.8,,39.0,67.0,1006.4,,25.9,No,Yes
3.9,,30.0,95.0,1014.75,,17.8,Yes,Yes
1.0,,31.0,98.0,1012.0,,17.6,Yes,Yes
1.0,,22.0,90.0,1006.25,,19.4,Yes,Yes
4.0,,20.0,93.0,1007.8,,20.1,No,Yes
0.3,,28.0,72.0,1011.65,,22.5,Yes,Yes
0.9,,24.0,84.0,1013.25,,21.4,Yes,Yes
4.6,,28.0,62.0,1011.0,,24.9,Yes,Yes
,,41.0,86.0,1010.65,,19.6,Yes,Yes
,,54.0,44.0,1014.15,,26.4,Yes,Yes
12.2,,37.0,63.0,1017.15,,24.7,Yes,Yes
3.4,,35.0,63.0,1020.75,,25.0,Yes,Yes
,,57.0,49.0,1015.8,,29.6,No,Yes
12.4,,35.0,63.0,1011.5,,26.1,Yes,Yes
,,,,1007.6,,,Yes,Yes
,,26.0,95.0,1014.9000000000001,,18.5,Yes,Yes
,,41.0,,1014.4,,,No,Yes
,,41.0,,1019.0,,,No,Yes
,,44.0,,1007.1,,,Yes,Yes
,,,64.0,1016.25,,24.7,No,Yes
3.5,,39.0,97.0,1022.25,,18.0,No,Yes
2.4,,24.0,99.0,1019.6500000000001,,18.4,Yes,Yes
1.6,,26.0,63.0,1017.5,,23.9,Yes,Yes
,,13.0,88.0,1012.75,,20.7,No,Yes
5.0,,28.0,99.0,1012.4,,18.3,Yes,Yes
1.6,,20.0,99.0,1019.95,,10.9,No,Yes
,,13.0,99.0,1020.6500000000001,,15.1,No,Yes
,,15.0,97.0,1013.0,,14.8,Yes,Yes
2.8,,59.0,82.0,1001.5999999999999,,11.3,No,Yes
1.4,,41.0,95.0,1018.0,,12.2,Yes,Yes
,,19.0,88.0,1025.3,,12.7,No,Yes
,,28.0,99.0,1022.25,,12.8,Yes,Yes
2.6,,26.0,88.0,1020.0999999999999,,14.6,Yes,Yes
,,26.0,96.0,1015.95,,13.1,No,Yes
0.6,,24.0,99.0,1030.7,,11.3,No,Yes
2.0,,37.0,55.0,1031.1,,14.0,No,Yes
0.6,,15.0,84.0,1024.15,,13.4,No,Yes
2.2,,22.0,99.0,1015.5999999999999,,13.2,No,Yes
,,89.0,34.0,1007.55,,24.8,No,Yes
9.0,,46.0,55.0,1017.8,,20.3,No,Yes
2.2,,39.0,78.0,1015.9,,10.8,Yes,Yes
,,63.0,27.0,1006.45,,31.5,No,Yes
4.0,,41.0,25.0,1009.4000000000001,,24.3,No,Yes
4.4,,44.0,69.0,1004.9000000000001,,17.6,Yes,Yes
2.2,,63.0,67.0,1009.9000000000001,,14.6,Yes,Yes
,,31.0,45.0,1010.9,,28.3,No,Yes
,,41.0,41.0,1019.0999999999999,,24.0,No,Yes
,,28.0,41.0,1012.6,,27.6,No,Yes
,,24.0,90.0,1011.9000000000001,,17.2,Yes,Yes
,,35.0,45.0,1013.1500000000001,,32.1,No,Yes
,,44.0,51.0,1013.9,,29.1,Yes,Yes
,,24.0,76.0,1017.15,,22.9,Yes,Yes
,,37.0,64.0,1009.7,,25.1,No,Yes
,,31.0,57.0,1013.35,,22.8,No,Yes
,,44.0,45.0,1010.8499999999999,,32.8,No,Yes
,,35.0,83.0,1009.1500000000001,,22.3,Yes,Yes
,,35.0,99.0,1008.45,,21.8,Yes,Yes
,,33.0,47.0,1010.05,,32.5,No,Yes
3.8,,41.0,94.0,1015.9,,16.4,Yes,Yes
,,48.0,86.0,1021.65,,18.2,Yes,Yes
,,39.0,80.0,1021.2,,21.4,Yes,Yes
4.0,,39.0,43.0,1014.35,,30.4,No,Yes
3.6,,24.0,72.0,1021.75,,17.5,No,Yes
0.6,,28.0,96.0,1028.1,,17.1,Yes,Yes
,,31.0,43.0,1023.0,,24.5,No,Yes
8.0,,24.0,41.0,1008.85,,26.7,No,Yes
2.4,,43.0,35.0,1014.5,,19.6,No,Yes
,,44.0,84.0,1014.35,,17.0,Yes,Yes
5.7,,28.0,68.0,1016.7,,20.0,No,Yes
3.2,,20.0,64.0,1012.8499999999999,,15.2,No,Yes
0.6,,41.0,96.0,1013.9,,14.4,Yes,Yes
0.6,,43.0,90.0,1019.2,,15.8,Yes,Yes
,,35.0,73.0,1016.6500000000001,,18.8,No,Yes
,,57.0,68.0,1008.95,,14.0,Yes,Yes
,,15.0,99.0,1020.4000000000001,,14.4,No,Yes
1.1,,20.0,99.0,1013.0,,13.2,No,Yes
,,26.0,70.0,1024.65,,14.2,No,Yes
,,24.0,95.0,1028.05,,12.8,Yes,Yes
2.2,,50.0,73.0,1020.05,,13.8,Yes,Yes
1.0,,28.0,99.0,1015.9,,12.8,Yes,Yes
0.0,,43.0,62.0,1020.3,,18.6,Yes,Yes
0.5,,31.0,78.0,1023.15,,16.6,No,Yes
,,24.0,99.0,1024.0,,12.8,Yes,Yes
3.4,,28.0,38.0,1011.55,,17.5,No,Yes
4.6,,28.0,47.0,1020.05,,17.2,No,Yes
7.2,,17.0,76.0,1012.8,,16.7,No,Yes
0.8,,48.0,39.0,999.65,,22.7,Yes,Yes
5.0,,22.0,59.0,1014.15,,24.6,No,Yes
4.2,,56.0,68.0,1007.75,,18.4,No,Yes
,,35.0,91.0,1017.65,,15.5,No,Yes
20.4,,39.0,99.0,1017.9000000000001,,16.0,Yes,Yes
2.0,,30.0,69.0,1012.05,,20.5,Yes,Yes
5.8,,44.0,88.0,1007.7,,16.1,No,Yes
6.8,,44.0,21.0,1002.9,,33.4,No,Yes
,,19.0,97.0,1017.6500000000001,,19.1,No,Yes
,,41.0,43.0,1011.0,,27.5,Yes,Yes
9.8,,46.0,50.0,1018.5999999999999,,22.1,No,Yes
25.1,,39.0,52.0,1006.5,,28.4,No,Yes
4.4,,24.0,81.0,1008.75,,24.4,Yes,Yes
1.4,,30.0,75.0,1018.9,,21.1,Yes,Yes
1.8,,31.0,50.0,1010.65,,28.5,No,Yes
7.7,,44.0,78.0,1018.35,,20.7,No,Yes
5.4,,22.0,54.0,1006.9,,26.8,No,Yes
,,26.0,78.0,1001.3,,25.5,Yes,Yes
,,50.0,100.0,1000.8,,20.7,Yes,Yes
2.8,,24.0,97.0,1003.35,,22.3,No,Yes
6.6,,70.0,31.0,1010.85,,32.4,No,Yes
4.9,,37.0,81.0,1017.3,,21.5,Yes,Yes
1.0,,31.0,99.0,1023.0,,18.4,Yes,Yes
,,20.0,100.0,1019.8,,19.7,Yes,Yes
,,22.0,95.0,1020.4,,20.4,Yes,Yes
2.0,,31.0,70.0,1024.75,,23.3,Yes,Yes
5.1,,37.0,51.0,1020.4000000000001,,26.6,No,Yes
,,50.0,69.0,1015.3,,25.5,No,Yes
9.6,,41.0,100.0,1016.3,,17.5,Yes,Yes
2.2,,17.0,100.0,1021.75,,22.6,No,Yes
0.4,,20.0,93.0,1021.25,,20.0,Yes,Yes
0.6,,19.0,79.0,1015.25,,22.8,Yes,Yes
,,26.0,54.0,1014.9000000000001,,26.3,Yes,Yes
,,41.0,50.0,1019.3499999999999,,27.1,Yes,Yes
3.0,,35.0,55.0,1015.7,,29.6,No,Yes
2.7,,37.0,89.0,1017.0999999999999,,22.0,Yes,Yes
,,31.0,70.0,1017.55,,24.3,Yes,Yes
,,37.0,100.0,1021.15,,18.1,Yes,Yes
6.8,,28.0,70.0,1024.6,,19.7,Yes,Yes
3.0,,15.0,93.0,1014.5999999999999,,20.3,No,Yes
0.8,,31.0,59.0,1004.1500000000001,,26.7,Yes,Yes
,,22.0,52.0,1022.0,,20.7,No,Yes
,,30.0,100.0,1019.7,8.0,11.5,No,Yes
,,46.0,,1028.35,8.0,,No,Yes
,,17.0,70.0,1017.3,,17.8,No,Yes
,,20.0,32.0,1019.45,6.0,20.5,No,Yes
,,33.0,61.0,1029.4,8.0,13.8,No,Yes
,,28.0,65.0,1021.3499999999999,8.0,16.7,No,Yes
,,31.0,56.0,1007.4000000000001,4.0,18.4,Yes,Yes
,,56.0,71.0,1004.9000000000001,8.0,16.0,Yes,Yes
,,61.0,76.0,1016.3499999999999,8.0,15.1,Yes,Yes
,,37.0,55.0,1028.15,3.0,16.7,No,Yes
,,31.0,51.0,1023.9000000000001,8.0,19.3,No,Yes
,,30.0,94.0,1023.3499999999999,8.0,14.2,Yes,Yes
,,56.0,82.0,1025.05,8.0,15.5,Yes,Yes
,,30.0,73.0,1029.0500000000002,8.0,15.6,No,Yes
,,35.0,39.0,1015.6,5.0,24.5,No,Yes
,,37.0,87.0,1010.75,8.0,17.0,No,Yes
,,83.0,65.0,1006.1500000000001,2.0,24.1,No,Yes
,,50.0,40.0,1009.0999999999999,8.0,18.3,Yes,Yes
,,35.0,66.0,1029.3,8.0,18.2,No,Yes
,,76.0,66.0,1014.7,8.0,22.8,No,Yes
,,80.0,37.0,1010.2,,33.7,No,Yes
,,50.0,58.0,1011.75,5.0,25.6,No,Yes
,,33.0,48.0,1008.8,3.0,29.1,Yes,Yes
,,80.0,27.0,1010.1,,37.7,No,Yes
,,54.0,53.0,1010.15,,30.8,Yes,Yes
,,52.0,41.0,1005.95,1.0,30.8,Yes,Yes
,,46.0,59.0,1005.3,5.0,27.0,Yes,Yes
,,50.0,55.0,1004.1500000000001,5.0,27.3,Yes,Yes
,,61.0,74.0,1006.8,5.0,21.3,Yes,Yes
,,26.0,71.0,1012.55,8.0,25.0,No,Yes
,,46.0,93.0,1007.9,8.0,18.0,Yes,Yes
,,89.0,47.0,1014.65,,31.3,No,Yes
,,43.0,86.0,1014.15,8.0,21.5,Yes,Yes
,,48.0,50.0,1007.25,,31.9,No,Yes
,,72.0,32.0,1013.25,,36.1,No,Yes
,,61.0,43.0,1008.35,8.0,32.5,No,Yes
,,57.0,63.0,1009.5,,29.3,Yes,Yes
,,44.0,96.0,1012.8499999999999,8.0,21.1,Yes,Yes
,,33.0,61.0,1007.55,,29.2,No,Yes
,,31.0,73.0,1015.3499999999999,7.0,20.1,No,Yes
,,30.0,46.0,1005.7,1.0,33.3,No,Yes
,,30.0,90.0,1013.3,8.0,18.7,No,Yes
,,28.0,96.0,1012.7,8.0,19.4,Yes,Yes
,,30.0,92.0,1013.7,8.0,17.9,Yes,Yes
,,43.0,58.0,1008.8,8.0,25.2,No,Yes
,,43.0,51.0,1020.5999999999999,6.0,29.7,No,Yes
,,39.0,70.0,1023.65,5.0,24.3,Yes,Yes
,,26.0,51.0,1021.15,,27.9,Yes,Yes
,,31.0,70.0,1020.1500000000001,8.0,25.1,No,Yes
,,24.0,59.0,1016.95,1.0,27.2,Yes,Yes
,,46.0,72.0,1016.05,8.0,25.8,Yes,Yes
,,31.0,77.0,1017.05,8.0,25.0,Yes,Yes
,,67.0,32.0,1004.3,3.0,35.7,No,Yes
,,39.0,56.0,1013.6,1.0,28.6,No,Yes
,,52.0,60.0,1010.8,1.0,26.8,No,Yes
,,20.0,75.0,1023.45,8.0,22.4,No,Yes
,,28.0,96.0,1010.9,8.0,21.7,No,Yes
,,26.0,59.0,1023.3,5.0,24.2,No,Yes
,,46.0,70.0,1025.6,8.0,22.6,Yes,Yes
,,37.0,47.0,1017.4,,28.8,No,Yes
,,28.0,95.0,1023.75,8.0,16.5,Yes,Yes
,,33.0,96.0,1019.05,8.0,16.7,Yes,Yes
,,59.0,81.0,1007.1500000000001,8.0,18.9,No,Yes
,,44.0,84.0,1018.4,6.0,19.6,No,Yes
,,44.0,46.0,1022.85,,27.6,No,Yes
,,37.0,35.0,1020.8,1.0,30.9,Yes,Yes
,,37.0,62.0,1015.45,4.0,25.0,No,Yes
,,44.0,61.0,1018.8,,22.2,Yes,Yes
,,44.0,97.0,1022.95,8.0,13.6,Yes,Yes
,,50.0,88.0,1019.35,7.0,13.5,Yes,Yes
,,56.0,91.0,1012.6500000000001,8.0,17.4,Yes,Yes
,,30.0,53.0,1006.5,8.0,22.7,No,Yes
,,30.0,68.0,1030.1,8.0,18.5,No,Yes
,,31.0,70.0,1026.2,1.0,20.2,Yes,Yes
,,28.0,98.0,1018.25,8.0,19.7,Yes,Yes
,,50.0,81.0,1018.0,8.0,18.6,No,Yes
,,28.0,40.0,1017.7,,20.9,No,Yes
,,57.0,60.0,1019.8,1.0,16.4,Yes,Yes
,,15.0,75.0,1019.75,7.0,16.4,No,Yes
,,22.0,47.0,1020.0,,16.9,No,Yes
,,22.0,78.0,1031.5,8.0,13.9,No,Yes
,,13.0,78.0,1026.8,8.0,16.0,No,Yes
,,24.0,99.0,1020.35,4.0,15.0,Yes,Yes
,,19.0,99.0,1011.1,8.0,16.0,Yes,Yes
,,35.0,71.0,1014.1,8.0,16.8,Yes,Yes
,,39.0,68.0,1023.25,4.0,18.6,No,Yes
,,15.0,75.0,1027.35,,15.7,No,Yes
,,24.0,84.0,1021.15,8.0,11.7,No,Yes
,,46.0,56.0,1012.35,,17.8,Yes,Yes
3.0,,22.0,47.0,1016.8,6.0,15.3,No,Yes
0.4,,20.0,70.0,1015.75,7.0,12.4,Yes,Yes
1.2,,24.0,72.0,1026.0,1.0,15.7,No,Yes
,,41.0,37.0,1018.3499999999999,1.0,26.9,No,Yes
,,28.0,81.0,1019.95,6.0,17.2,Yes,Yes
7.0,,41.0,93.0,1017.8,8.0,15.8,Yes,Yes
,,52.0,51.0,1014.3,8.0,19.9,Yes,Yes
2.8,,26.0,32.0,1014.8499999999999,,20.3,No,Yes
,,31.0,41.0,1020.7,1.0,20.8,No,Yes
,,20.0,70.0,1023.2,8.0,17.1,Yes,Yes
3.6,,44.0,53.0,1017.95,1.0,19.9,No,Yes
3.2,,31.0,45.0,1025.8000000000002,6.0,19.8,Yes,Yes
4.2,,43.0,67.0,1029.0,8.0,15.2,No,Yes
,,35.0,59.0,1020.55,8.0,22.7,No,Yes
4.0,,20.0,82.0,1012.8,7.0,23.5,No,Yes
0.2,,52.0,98.0,1011.2,8.0,18.0,Yes,Yes
11.6,,67.0,54.0,1014.8,3.0,23.5,No,Yes
,,44.0,39.0,1012.05,1.0,30.5,No,Yes
5.8,,24.0,97.0,1016.9000000000001,8.0,18.4,No,Yes
,,37.0,85.0,1016.7,8.0,19.5,Yes,Yes
0.4,,28.0,84.0,1012.5999999999999,8.0,21.0,Yes,Yes
,,48.0,56.0,1011.25,3.0,27.3,No,Yes
1.0,,50.0,59.0,1018.8499999999999,7.0,23.7,No,Yes
3.0,,43.0,57.0,1011.2,4.0,25.4,Yes,Yes
,,26.0,96.0,1013.9000000000001,8.0,17.4,Yes,Yes
,,31.0,69.0,1017.8,8.0,19.1,Yes,Yes
4.8,,28.0,63.0,1016.9000000000001,2.0,25.8,No,Yes
7.8,,43.0,38.0,1012.9,,32.2,No,Yes
5.6,,56.0,93.0,1016.7,8.0,16.8,Yes,Yes
27.2,,44.0,86.0,1015.4000000000001,8.0,23.0,No,Yes
8.2,,24.0,97.0,1022.75,8.0,17.5,Yes,Yes
1.4,,39.0,83.0,1018.6,8.0,21.1,Yes,Yes
,,33.0,78.0,1015.0999999999999,8.0,20.3,No,Yes
19.2,,35.0,86.0,1016.1500000000001,8.0,20.9,Yes,Yes
,,33.0,97.0,1015.4000000000001,8.0,18.8,Yes,Yes
,,37.0,97.0,1012.4,8.0,18.3,Yes,Yes
4.6,,80.0,34.0,1009.5,8.0,35.1,No,Yes
9.2,,50.0,56.0,1024.45,8.0,21.9,Yes,Yes
,,39.0,67.0,1026.65,8.0,20.7,Yes,Yes
8.4,,56.0,31.0,1008.3,,38.1,No,Yes
6.2,,50.0,90.0,1008.45,8.0,25.2,Yes,Yes
,,50.0,66.0,1007.45,8.0,25.7,Yes,Yes
5.8,,57.0,72.0,1002.5,1.0,25.7,No,Yes
,,69.0,60.0,1003.1500000000001,1.0,29.7,Yes,Yes
6.1,,33.0,41.0,1002.5,,31.4,No,Yes
,,41.0,62.0,1017.95,8.0,28.0,No,Yes
4.8,,30.0,80.0,1019.1500000000001,8.0,22.5,No,Yes
,,46.0,49.0,1016.75,8.0,22.6,No,Yes
2.0,,17.0,92.0,1016.75,8.0,21.4,No,Yes
,,31.0,52.0,1022.8499999999999,3.0,26.5,No,Yes
,,39.0,62.0,1024.75,8.0,19.3,No,Yes
,,28.0,64.0,1017.1,,25.1,No,Yes
,,13.0,77.0,1016.1,8.0,20.1,No,Yes
1.6,,31.0,64.0,1028.6,,17.7,No,Yes
0.9,,17.0,67.0,1023.8,4.0,17.8,No,Yes
,,44.0,87.0,1011.9,8.0,18.0,Yes,Yes
,,44.0,99.0,998.8499999999999,8.0,17.6,Yes,Yes
1.6,,24.0,70.0,1016.2,8.0,18.5,No,Yes
,,19.0,99.0,1013.35,8.0,14.7,No,Yes
,,13.0,50.0,1019.6,,12.9,No,Yes
4.8,,13.0,60.0,1018.55,,14.0,No,Yes
3.1,,44.0,70.0,1016.4000000000001,8.0,17.0,No,Yes
1.7,,24.0,98.0,1019.4,8.0,13.7,Yes,Yes
2.0,,20.0,60.0,1020.3,8.0,23.4,No,Yes
0.6,,30.0,98.0,1019.2,7.0,16.2,Yes,Yes
1.1,,57.0,48.0,1005.0999999999999,,25.5,No,Yes
0.3,,33.0,98.0,1014.2,8.0,10.3,No,Yes
0.2,,48.0,77.0,1018.7,7.0,13.5,Yes,Yes
1.5,,50.0,81.0,1025.2,8.0,14.0,Yes,Yes
10.8,,26.0,86.0,1016.35,8.0,11.3,No,Yes
1.6,,37.0,98.0,1010.5999999999999,8.0,11.9,No,Yes
2.8,,24.0,46.0,1017.55,1.0,21.1,No,Yes
2.0,,17.0,98.0,1008.95,8.0,14.6,Yes,Yes
3.4,,17.0,61.0,1019.5999999999999,3.0,19.6,No,Yes
,,22.0,98.0,1009.2,8.0,13.1,No,Yes
5.5,,,32.0,1012.5,,21.0,No,Yes
19.8,,52.0,86.0,1007.1500000000001,5.0,14.8,No,Yes
5.4,,50.0,33.0,1015.8,,27.9,No,Yes
6.0,,41.0,56.0,1015.0999999999999,1.0,24.4,No,Yes
8.0,,39.0,39.0,1006.25,2.0,31.1,No,Yes
3.0,,35.0,66.0,1010.9000000000001,8.0,22.7,Yes,Yes
5.6,,39.0,51.0,1010.3,1.0,27.3,No,Yes
26.0,,63.0,30.0,1002.75,5.0,24.0,No,Yes
,,31.0,56.0,1017.55,,24.7,No,Yes
20.6,,28.0,61.0,1012.05,5.0,25.1,No,Yes
6.8,,37.0,45.0,1009.5,4.0,27.6,No,Yes
,,28.0,45.0,1013.75,,31.3,No,Yes
21.4,,44.0,45.0,1007.3,2.0,35.2,Yes,Yes
5.6,,19.0,75.0,1011.25,8.0,24.8,Yes,Yes
11.6,,54.0,19.0,1007.5,3.0,35.9,No,Yes
6.8,,31.0,88.0,1017.3,8.0,17.8,Yes,Yes
3.8,,28.0,88.0,1011.55,8.0,19.8,Yes,Yes
,,54.0,38.0,1014.0,,31.3,No,Yes
4.4,,24.0,84.0,1017.8,8.0,22.4,No,Yes
1.4,,33.0,91.0,1017.65,8.0,22.0,Yes,Yes
8.2,,41.0,42.0,1009.65,,35.2,No,Yes
12.1,,24.0,93.0,1014.5,8.0,19.3,No,Yes
2.2,,56.0,68.0,997.4,6.0,30.0,Yes,Yes
10.0,,61.0,37.0,1007.8,,35.9,No,Yes
6.2,,19.0,83.0,1019.4,7.0,21.2,Yes,Yes
9.7,,28.0,70.0,1013.95,8.0,25.9,No,Yes
8.8,,35.0,93.0,1018.0999999999999,8.0,23.2,No,Yes
2.0,,39.0,66.0,1021.2,6.0,27.7,Yes,Yes
8.0,,54.0,31.0,1006.75,,35.3,No,Yes
,,39.0,57.0,1004.5,5.0,30.0,Yes,Yes
7.6,,33.0,50.0,1019.05,1.0,28.9,No,Yes
,,48.0,76.0,1020.55,7.0,20.9,Yes,Yes
,,39.0,48.0,1021.95,8.0,24.9,Yes,Yes
5.2,,28.0,81.0,1021.9,6.0,23.0,No,Yes
4.0,,28.0,87.0,1019.8,8.0,22.6,Yes,Yes
0.8,,35.0,71.0,1016.7,8.0,24.9,Yes,Yes
2.6,,43.0,99.0,1016.45,8.0,21.4,Yes,Yes
,,37.0,90.0,1014.5,7.0,21.5,Yes,Yes
14.6,,46.0,43.0,1010.7,,30.5,No,Yes
4.2,,33.0,86.0,1019.1,8.0,21.8,Yes,Yes
0.8,,35.0,93.0,1019.3,8.0,22.5,Yes,Yes
1.0,,33.0,88.0,1010.7,8.0,24.2,Yes,Yes
1.2,,54.0,72.0,1019.95,8.0,21.1,Yes,Yes
,,52.0,85.0,1022.6,8.0,24.0,Yes,Yes
4.1,,33.0,74.0,1013.65,4.0,28.1,No,Yes
3.4,,54.0,66.0,1011.45,1.0,30.6,Yes,Yes
2.6,,26.0,74.0,1017.9000000000001,7.0,22.7,Yes,Yes
4.0,,48.0,99.0,1007.1500000000001,8.0,18.7,No,Yes
,,43.0,62.0,1025.1,,21.1,No,Yes
11.0,,48.0,87.0,1028.0,8.0,18.1,Yes,Yes
1.6,,48.0,93.0,1027.7,7.0,17.0,Yes,Yes
,,65.0,38.0,1010.9,,27.2,No,Yes
4.6,,76.0,77.0,1006.05,8.0,14.4,No,Yes
,,22.0,77.0,1020.9000000000001,1.0,18.5,No,Yes
1.0,,15.0,97.0,1023.25,8.0,17.1,No,Yes
,,41.0,41.0,1018.8,,16.5,No,Yes
,,46.0,90.0,1020.4,8.0,13.2,Yes,Yes
,,35.0,67.0,1027.3,8.0,17.9,No,Yes
,,28.0,91.0,1031.4,8.0,15.5,Yes,Yes
6.2,0.0,,84.0,1017.5,8.0,20.9,Yes,Yes
3.4,2.7,,73.0,1017.15,7.0,24.8,Yes,Yes
2.4,0.1,,86.0,1016.1500000000001,8.0,23.0,Yes,Yes
2.2,0.0,,90.0,1013.0,8.0,20.9,Yes,Yes
,0.0,,74.0,1006.55,8.0,25.5,Yes,Yes
2.6,8.6,,62.0,1000.6500000000001,6.0,26.0,Yes,Yes
5.2,5.2,,80.0,999.65,7.0,22.3,Yes,Yes
5.8,2.1,,61.0,1007.8499999999999,8.0,21.1,Yes,Yes
4.8,3.0,,91.0,1007.0,7.0,16.5,Yes,Yes
6.8,6.7,,67.0,1009.1,7.0,24.7,No,Yes
7.0,3.3,,70.0,1010.45,7.0,21.0,Yes,Yes
3.6,8.4,,65.0,1016.95,6.0,25.8,No,Yes
8.2,3.3,,52.0,1012.35,7.0,24.7,Yes,Yes
4.2,0.0,,88.0,1010.05,8.0,19.2,Yes,Yes
6.2,11.3,,46.0,1020.75,1.0,21.2,No,Yes
7.6,4.5,,75.0,1021.0,7.0,23.3,No,Yes
7.0,0.0,,80.0,1018.0999999999999,8.0,18.4,No,Yes
4.0,6.1,,57.0,1021.85,6.0,24.8,No,Yes
6.4,2.5,,58.0,1009.0,7.0,27.0,No,Yes
3.6,6.4,,55.0,1025.9,6.0,22.1,No,Yes
3.2,4.7,,70.0,1025.25,6.0,19.8,Yes,Yes
5.4,5.1,,75.0,1025.3,6.0,18.9,Yes,Yes
5.4,5.8,,62.0,1023.0,5.0,21.1,Yes,Yes
1.8,6.6,,75.0,1014.9,6.0,19.7,No,Yes
3.2,5.2,,64.0,1019.4000000000001,3.0,18.8,Yes,Yes
2.8,1.7,,71.0,1024.65,7.0,19.0,Yes,Yes
4.6,2.2,,85.0,1025.5,8.0,16.2,Yes,Yes
1.4,0.8,,72.0,1024.25,7.0,19.4,Yes,Yes
3.2,0.3,,75.0,1024.5500000000002,7.0,19.6,Yes,Yes
4.8,5.0,,61.0,1026.65,7.0,19.5,Yes,Yes
4.0,1.3,,75.0,1025.15,6.0,18.4,Yes,Yes
7.5,4.6,,70.0,1022.3,7.0,19.0,Yes,Yes
3.6,2.0,,55.0,1022.95,5.0,20.1,Yes,Yes
4.0,0.7,,89.0,1023.05,7.0,17.2,Yes,Yes
1.6,2.5,,80.0,1019.95,7.0,19.3,Yes,Yes
3.2,8.7,,60.0,1020.0,1.0,21.3,No,Yes
2.2,0.3,,74.0,1028.15,7.0,18.7,No,Yes
1.8,0.1,,90.0,1026.05,7.0,17.1,Yes,Yes
0.4,0.0,,90.0,1025.25,8.0,16.7,Yes,Yes
2.4,0.0,,88.0,1021.8,8.0,17.2,Yes,Yes
